;value;isAnomaly
0;0;0
1;0.171490026;0
2;0.055013995;0
3;-0.153841538;0
4;-0.104366356;0
5;0.120360814;0
6;0.142978102;0
7;-0.074493443;0
8;-0.166875596;0
9;0.020959757;0
10;0.173599486;0
11;0.034730953;0
12;-0.162457797;0
13;-0.08684741;0
14;0.13459715;0
15;0.130026172;0
16;-0.259963283;1
17;-0.1598236;0
18;0.041613352;0
19;0.173173162;0
20;0.013940593;0
21;-0.16870102;0
22;-0.068059876;0
23;0.146867414;0
24;0.115174938;0
25;-0.097434784;1
26;-0.150437045;0
27;0.061659097;0
28;0.383239237;1
29;-0.007053398;0
30;-0.172480012;0
31;-0.048278184;0
32;0.156992371;0
33;0.098641333;0
34;-0.125348235;0
35;-0.138853043;0
36;-0.456909136;1
37;0.164775022;0
38;-0.02794436;0
39;-0.173739572;0
40;-0.027791289;0
41;0.625232247;1
42;0.080666865;0
43;-0.1389462;0
44;-0.125240801;0
45;0.098768954;0
46;0.156925879;0
47;-0.048427137;0
48;-0.172461303;0
49;-0.006898444;0
50;0.170248282;0
51;0.061514088;0
52;-0.150514565;0
53;-0.109799156;0
54;0.115290998;0
55;0.146784505;0
56;-0.068202533;0
57;-0.168663876;0
58;0.014095167;0
59;0.173185605;0
60;0.04146277;0
61;-0.15988435;0
62;-0.092753665;0
63;0.130128977;0
64;0.134499037;0
65;-0.086981689;0
66;-0.16240276;0
67;0.034882889;0
68;0.17359319;0
69;0.020805802;0
70;-0.166918689;0
71;-0.074353312;0
72;0.143066149;0
73;0.120248929;0
74;-0.104490296;0
75;-0.153769413;0
76;0.055161073;0
77;0.872309401;1
78;-0.000155079;0
79;-0.171514833;0
80;-0.054866874;0
81;0.153913541;0
82;0.816279399;1
83;-0.120472603;0
84;-0.142889941;0
85;0.074633514;0
86;0.166832371;0
87;-0.021113695;0
88;-0.173605643;0
89;-0.034578991;0
90;0.162512704;0
91;0.086713061;0
92;-0.134695157;0
93;0.287429467;1
94;0.093015777;0
95;0.159762722;0
96;-0.041763901;0
97;-0.17316058;0
98;-0.013786009;0
99;0.168738029;0
100;0.067917163;0
101;-0.380719336;1
102;-0.115058785;0
103;0.11003935;0
104;0.150359405;0
105;-0.061804057;0
106;-0.170186145;0
107;0.007208347;0
108;0.172498583;0
109;0.048129193;0
110;-0.157058739;0
111;-0.024277976;1
112;0.125455569;0
113;0.138759775;0
114;-0.080941437;0
115;-0.164725786;0
116;0.028097409;0
117;0.173739434;0
118;-0.051960798;1
119;-0.164873101;0
120;-0.080529482;0
121;0.139039246;0
122;0.125133268;0
123;-0.098896497;0
124;-0.156859261;0
125;0.051043292;1
126;0.172442457;0
127;0.006743485;0
128;-0.170279147;0
129;-0.06136903;0
130;0.150591964;0
131;0.109678928;0
132;-0.115406967;0
133;-0.14670148;0
134;0.068345137;0
135;0.168626598;0
136;-0.014249729;0
137;-0.17319791;0
138;-0.041312155;0
139;0.159944972;0
140;0.092622498;0
141;-0.130231678;0
142;-0.134400816;0
143;0.0871159;0
144;0.162347594;0
145;-0.035034796;0
146;-0.173586756;0
147;0.765135888;1
148;0.166961649;0
149;0.663981707;1
150;0.670935809;1
151;-0.120136948;0
152;0.104614152;0
153;0.153697165;0
154;-0.055308107;0
155;-0.171440004;0
156;0.000310158;0
157;0.171539502;0
158;0.054719709;0
159;-0.153985421;0
160;-0.104118228;0
161;0.120584297;0
162;0.142801667;0
163;-0.074773526;0
164;-0.166789012;0
165;0.493267012;1
166;0.173611663;0
167;0.034427;0
168;-0.162567482;0
169;-0.086578644;0
170;0.134793055;0
171;0.129820252;0
172;-0.093146722;0
173;-0.159701718;0
174;0.041914416;0
175;0.173147861;0
176;0.013631413;0
177;-0.168774904;0
178;-0.067774397;0
179;0.14703288;0
180;0.114942541;0
181;-0.110159316;0
182;-0.150281646;0
183;0.061948968;0
184;0.170154873;0
185;-0.00736329;0
186;-0.172517017;0
187;-0.047980164;0
188;0.157124981;0
189;0.098385854;0
190;0.75133034;1
191;-0.138666397;0
192;0.081078626;0
193;0.164676418;0
194;-0.028250436;0
195;-0.173739157;0
196;-0.02748508;0
197;0.164921944;0
198;0.080392035;0
199;-0.139132181;0
200;-0.125025635;0
201;0.099023961;0
202;0.156792519;0
203;0.236115462;1
204;-0.172423474;0
205;-0.00658852;0
206;0.170309877;0
207;0.061223923;0
208;-0.150669244;0
209;-0.109558612;0
210;0.115522844;0
211;0.146618337;0
212;-0.068487686;0
213;-0.168589185;0
214;0.01440428;0
215;-0.34976178;1
216;0.041161508;0
217;-0.160005467;0
218;-0.092491257;0
219;0.130334275;0
220;0.134302488;0
221;-0.08725004;0
222;-0.162292299;0
223;0.049488194;1
224;0.173580183;0
225;0.020497842;0
226;-0.167004476;0
227;-0.074072873;0
228;0.143241901;0
229;0.120024871;0
230;-0.104737926;0
231;-0.153624794;0
232;0.055455096;0
233;0.171414787;0
234;-0.000465237;0
235;-0.171564036;0
236;-0.0545725;0
237;-0.309298942;1
238;0.103994039;0
239;-0.120695894;0
240;-0.142713278;0
241;0.074913479;0
242;0.16674552;0
243;-0.021421521;0
244;-0.173617543;0
245;-0.034274982;0
246;0.16262213;0
247;0.086444157;0
248;-0.134890847;0
249;-0.129717137;0
250;0.093277593;0
251;0.159640586;0
252;-0.042064898;0
253;-0.173135004;0
254;0.568119941;1
255;0.168811645;0
256;0.067631577;0
257;-0.147115437;0
258;-0.114826205;0
259;0.110279194;0
260;0.500658274;1
261;-0.06209383;0
262;-0.170123466;0
263;0.007518227;0
264;0.172535313;0
265;0.047831097;0
266;-0.157191098;0
267;-0.098257996;0
268;0.125669936;0
269;0.138572908;0
270;-0.081215751;0
271;-0.164626919;0
272;0.02840344;0
273;0.644698954;1
274;0.027331943;0
275;-0.164970655;0
276;-0.080254524;0
277;0.139225006;0
278;0.124917902;0
279;-0.099151347;0
280;-0.156725651;0
281;0.048873762;0
282;0.172404353;0
283;0.006433549;0
284;-0.17034047;0
285;-0.061078767;0
286;0.150746404;0
287;0.109438209;0
288;-0.115638629;0
289;-0.146535078;0
290;0.068630181;0
291;0.168551638;0
292;-0.390313555;1
293;-0.173222107;0
294;0.429135949;1
295;0.160065835;0
296;0.092359942;0
297;-0.130436768;0
298;-0.134204054;0
299;0.087384112;0
300;0.162236874;0
301;-0.035338527;0
302;-0.173573473;0
303;-0.020343838;0
304;0.16704717;0
305;0.073932565;0
306;-0.143329605;0
307;-0.119912698;0
308;0.104861615;0
309;0.153552301;0
310;-0.055602041;0
311;-0.171389435;0
312;0.000620316;0
