;value;isAnomaly
0;115.1726294;0
1;115.1339528;0
2;114.0576162;0
3;95.6605279;1
4;151.1208999;1
5;182.9806173;1
6;111.4333323;0
7;108.1740832;0
8;109.1453456;0
9;122.7796855;0
10;115.9867894;0
11;111.4272364;0
12;107.988819;0
13;119.9276246;0
14;108.7712858;0
15;154.4978426;1
16;111.0540756;0
17;112.5288394;0
18;114.0889958;0
19;115.3436535;0
20;120.0844919;1
21;122.351362;0
22;108.7492695;0
23;118.9703432;0
24;116.1556624;0
25;109.9128354;0
26;87.2462081;1
27;110.9662099;0
28;118.4147309;0
29;91.18531998;1
30;115.3907623;0
31;114.9281763;0
32;115.0807407;0
33;111.5366089;0
34;120.7692195;0
35;111.2087166;0
36;112.1395075;0
37;55.25890049;1
38;112.7863784;0
39;114.6850772;0
40;107.3316387;0
41;108.109133;0
42;107.7125693;0
43;118.4434385;0
44;112.340989;0
45;113.6616808;0
46;108.436285;0
47;115.0392429;0
48;117.8054296;0
49;119.110467;0
50;110.3281231;0
51;115.4749377;0
52;117.0705954;0
53;117.4302478;0
54;137.1607407;1
55;112.5719925;0
56;108.9566306;0
57;113.071382;0
58;109.836785;0
59;120.3702328;0
60;111.5179455;0
61;108.9072693;0
62;109.0220307;0
63;75.26947746;1
64;117.4037062;0
65;118.7811956;0
66;113.6185759;0
67;103.8794138;0
68;109.5182353;1
69;114.8822478;0
70;110.332912;0
71;116.5107266;0
72;112.9569668;0
73;111.5619964;0
74;105.9327195;0
75;108.9319031;0
76;113.5098421;0
77;112.8986311;0
78;119.3980766;0
79;116.8837345;0
80;115.9695373;0
81;106.1921143;0
82;111.9434621;0
83;112.4003401;0
84;109.3255082;0
85;37.40949742;1
86;107.4868937;0
87;115.3380367;0
88;114.0285757;0
89;114.6223902;0
90;113.8322157;0
91;109.5724121;0
92;112.8849474;0
93;105.5688696;0
94;111.2583887;0
95;119.2416638;0
96;57.44982478;1
97;112.9157968;0
98;112.0119881;0
99;119.5215613;0
100;108.0350608;0
101;118.373147;0
102;106.5419461;0
103;125.8349913;0
