;value;isAnomaly
0;0;0
1;0.163267834;0
2;0.311693245;0
3;0.431783112;0
4;0.512620253;0
5;0.546855892;0
6;0.531377719;0
7;0.467592831;0
8;0.361299813;0
9;0.222161595;0
10;0.062827015;0
11;-0.102219071;0
12;-0.257972581;0
13;-0.390274208;0
14;-0.487096619;0
15;-0.539637841;0
16;-0.543121433;0
17;-0.497230707;0
18;-0.406137518;0
19;-0.278123004;0
20;-0.124824764;0
21;0.039821099;0
22;0.200846889;0
23;0.343614003;0
24;0.455143707;0
25;0.525297011;0
26;0.547696387;0
27;0.520305544;0
28;0.44561454;0
29;0.330413417;0
30;0.185174929;0
31;0.023102478;0
32;-0.141070183;0
33;-0.292418374;0
34;0.656549961;1
35;-0.50402269;0
36;-0.545042197;0
37;-0.536512773;0
38;-0.479209814;0
39;-0.378342643;0
40;-1.191996747;1
41;-0.085721122;0
42;0.079431465;0
43;0.237363062;0
44;0.373716355;0
45;0.47609568;0
46;0.535193894;0
47;0.545638471;0
48;0.50647991;0
49;0.421278055;0
50;1.410413358;1
51;0.147208316;0
52;-0.016744317;0
53;-0.179174751;0
54;-0.325316689;0
55;-0.441884597;0
56;-0.51828147;0
57;-0.547562187;0
58;-0.527064885;0
59;1.046313408;1
60;-0.348545577;0
61;-0.206752482;0
62;-0.046163843;0
63;0.118621479;0
64;0.272623108;0
65;0.401840998;0
66;-0.060174032;1
67;0.542258529;0
68;0.540693033;0
69;0.489973982;0
70;0.394712164;0
71;0.263567683;0
72;0.108462677;0
73;-0.056502501;0
74;-0.216331125;0
75;-0.356493426;0
76;-0.464247468;0
77;-0.529797502;0
78;-0.547184476;0
79;-0.514827767;0
80;-0.435668873;0
81;-0.316904006;0
82;-0.169329893;0
83;-0.006362264;0
84;0.157183748;0
85;0.306440432;0
86;0.427839097;0
87;0.51034358;0
88;0.54645353;0
89;0.532886246;0
90;0.470875109;0
91;0.366057455;0
92;1.42125703;1
93;0.069143052;0
94;-0.095961673;0
95;-0.252342674;0
96;-0.385783598;0
97;-0.48415354;0
98;1.546743326;1
99;-0.543911062;0
100;-0.499866178;0
101;-0.410379245;0
102;-0.283585378;0
103;-0.131011209;0
104;0.033472983;0
105;0.194914199;0
106;0.338636071;0
107;0.451573069;0
108;0.523458267;0
109;0.547756696;0
110;0.522259422;0
111;0.449284364;0
112;0.335465568;0
113;0.191150124;0
114;0.029457523;0
115;-0.134913016;0
116;-0.287018825;0
117;-0.413032202;0
118;-0.501497469;0
119;-0.544372389;0
120;-0.537759268;0
121;-0.482259296;0
122;-0.382917887;0
123;-0.248766015;0
124;-0.091999213;0
125;0.073131092;0
126;0.231613164;0
127;0.369039647;0
128;0.472917315;0
129;0.533802811;0
130;0.546161131;0
131;0.508868799;0
132;0.425316003;0
133;0.303098396;0
134;0.15332659;0
135;-0.010383896;0
136;-0.173150399;0
137;-0.32017607;0
138;-0.438095037;0
139;-0.516187472;0
140;-0.547354113;0
141;-0.52876165;0
142;-0.462100295;0
143;-0.353430127;0
144;-0.21263018;0
145;-0.052500358;0
146;0.11240219;0
147;0.267086431;0
148;0.397490264;0
149;0.49175888;0
150;0.541322468;0
151;0.541675279;0
152;0.49278524;0
153;0.399096868;0
154;0.269127226;0
155;0.645274965;1
156;-0.050170364;0
157;-0.210471469;0
158;-0.351638943;0
159;-0.460839472;0
160;-0.528145808;0
161;-0.547439237;0
162;-0.516965823;0
163;-0.439495857;0
164;-0.322072013;0
165;-0.175369106;0
166;-0.01272367;0
167;0.151078456;0
168;0.301146275;0
169;0.42383736;0
170;0.507998055;0
171;0.545977443;0
172;0.534322879;0
173;0.47409386;0
174;0.370765711;0
175;0.233731834;0
176;0.075449762;0
177;-0.08969133;0
178;-0.246678723;0
179;-0.381240941;0
180;-0.481145142;0
181;-0.537309194;0
182;-0.544627309;0
183;-0.50243421;0
184;0.561427717;1
185;-0.289009492;0
186;-0.137179978;0
187;0.027120352;0
188;0.188955213;0
189;0.333612452;0
190;0.447941507;0
191;0.521548902;0
192;0.547743104;0
193;0.52414284;0
194;0.452893572;0
195;0.340472461;0
196;0.197099531;0
197;0.035808593;0
198;-0.128737649;0
199;-0.281580552;0
200;-0.40882541;0
201;-0.49890459;0
202;-0.543629137;0
203;1.252735943;1
204;-0.485243714;0
205;-0.387441471;0
206;-0.254417531;0
207;-0.098264893;0
208;0.066820852;0
209;0.225832019;0
210;0.364313151;0
211;0.469675146;0
212;0.53233971;0
213;0.546610106;0
214;0.511189035;0
215;0.42929657;0
216;0.308377428;0
217;0.159424177;0
218;-0.004022075;0
219;-0.167102687;0
220;-0.314992256;0
221;-0.434246373;0
222;-0.514023833;0
223;-0.547072193;0
224;-0.530387078;0
225;-0.465485306;0
226;-0.358266994;0
227;-0.218479192;0
228;-0.05882979;0
229;0.106167737;0
230;0.261513721;0
231;0.393085902;0
232;0.488923262;0
233;0.540313374;0
234;0.542584445;0
235;0.495530015;0
236;0.403427729;0
237;0.274650461;0
238;0.12090515;0
239;-0.043831458;0
240;-0.204583418;0
241;-0.346737019;0
242;-0.457369302;0
243;-0.526422859;0
244;-0.54762014;0
245;-0.519034133;0
246;-0.443263547;0
247;-0.327196567;0
248;2.174130889;1
249;-0.019083359;0
250;0.144952781;0
251;0.295811491;0
252;0.419778442;0
253;0.505583993;0
254;0.545427697;0
255;0.535687424;0
256;0.477248648;0
257;0.375423946;0
258;0.239470042;0
259;0.081746292;0
260;-0.083408885;0
261;-0.240981492;0
262;-0.376646849;0
263;-0.478071831;0
264;-0.536036054;0
265;-0.545270079;0
266;-0.504934457;0
267;-0.418696036;0
268;-0.294394614;0
269;-0.14333024;0
270;0.020764061;0
271;0.182970734;0
272;0.328543825;0
273;0.444249512;0
274;1.271833075;1
275;0.547655614;0
276;0.525955544;0
277;0.45644168;0
278;0.345433418;0
279;0.203022347;0
280;0.042154832;0
281;-0.122544912;0
282;-0.276104291;0
283;-0.404563461;0
284;-0.496244402;0
285;-0.542812543;0
286;-0.540034447;0
287;-0.488162666;0
288;-0.391912783;0
289;-0.260034724;0
290;-0.104517316;0
291;0.060501598;0
292;0.220020406;0
293;0.359537504;0
294;0.466369611;0
295;0.530804789;0
296;2.281538804;1
297;0.513440304;0
298;-0.473414138;1
299;0.313614855;0
300;0.165500256;0
301;0.002340289;0
302;-0.161032431;0
303;-0.309765945;0
304;-0.430339122;0
305;-0.511790845;0
306;-0.546716466;0
307;-0.531940949;0
308;-0.78647763;1
309;-0.363055526;0
310;-0.224298729;0
311;-0.065151285;0
312;0.099918959;0
313;0.255905728;0
314;-1.124214086;1
315;0.486021681;0
316;0.539231384;0
317;0.543420409;0
318;0.498207936;0
319;0.407704161;0
320;0.280136641;0
321;0.127102338;0
322;-0.037486639;0
323;-0.198667765;0
324;-0.341788316;0
325;-0.453837427;0
326;-0.524628889;0
327;-0.547727162;0
328;-0.521032418;0
329;-0.446971434;0
330;-0.332276978;0
331;-0.187375743;0
332;-0.025440474;0
333;0.13880755;0
334;0.290436796;0
335;0.41566289;0
336;0.503101721;0
337;-0.767941352;1
338;0.536979698;0
339;0.480339049;0
340;0.380031531;0
341;0.245175942;0
342;0.088031793;0
343;-0.077115188;0
344;-0.235251749;0
345;-0.372001942;0
346;-0.474934022;0
347;-0.534690595;0
348;-0.545839285;0
349;0.064135805;1
350;-0.422769978;0
351;-0.299740019;0
