;value;isAnomaly
0;117.0731138;0
1;118.526371;0
2;127.664442;0
3;115.1883652;0
4;126.1893785;0
5;111.9833799;0
6;126.5296956;0
7;110.8537468;0
8;117.2973631;0
9;127.3489337;0
10;171.9196238;1
11;115.2504828;0
12;115.7562372;0
13;113.6459571;0
14;118.4463578;0
15;-3.492621109;1
16;122.2315719;0
17;120.1484913;0
18;99.92453678;0
19;112.8065057;0
20;99.96641711;0
21;130.2590886;0
22;138.7764334;1
23;302.0568436;1
24;132.5490057;0
25;110.6681831;0
26;126.8252336;0
27;111.3452428;0
28;113.4703474;0
29;113.8964071;0
30;130.0756008;0
31;109.7729517;0
32;111.5129701;0
33;117.7059165;0
34;208.9789285;1
35;90.08816383;0
36;40.51904238;1
37;111.2493484;0
38;129.4831041;0
39;120.3159091;0
40;125.173807;0
41;104.6360942;0
42;111.853876;0
43;124.3025639;0
44;111.4832364;0
45;120.978944;0
46;108.045022;0
47;117.2758137;0
48;119.1294458;0
49;83.48499641;1
50;106.1113302;0
51;110.5480451;0
52;111.561603;0
53;115.4981371;0
54;101.9438106;0
55;114.4385496;0
56;114.9042681;0
57;121.4619767;0
58;116.6921816;0
59;122.4424862;0
60;143.8133134;0
61;82.57283788;1
62;108.5136195;0
63;107.4843935;1
64;113.7759417;0
65;100.8857497;0
66;303.0202513;1
67;139.5483592;0
68;121.3668403;0
69;131.6357342;0
70;110.2050931;0
71;117.6095675;0
72;-16.19815955;1
73;120.9530865;0
74;114.4856863;0
75;110.0337034;0
76;116.3986351;0
77;115.8180339;0
78;125.6040397;0
79;111.5182665;0
80;125.1519652;0
81;151.3548997;1
82;116.8252475;0
83;126.8389212;0
84;127.667543;0
85;125.8826654;0
86;133.0291458;0
87;115.2455309;0
88;202.5376234;1
89;127.3920199;0
90;117.2318331;0
91;124.7043429;1
92;107.309448;0
93;49.05541029;1
94;121.4144104;0
95;113.6715271;0
96;124.4548535;0
97;116.6433197;0
98;103.1955905;0
99;109.520082;0
100;265.1924238;1
101;100.4726908;0
102;128.7752478;1
103;150.070484;1
104;115.6042067;0
105;114.7444941;0
106;139.2093049;0
107;203.730069;1
108;-38.26733386;1
109;120.5137178;0
110;288.3792667;1
111;125.7573128;0
112;121.1276652;0
113;108.9553045;0
114;112.2390143;0
115;125.276592;0
116;115.5826063;0
117;127.0792436;0
118;118.7622431;0
119;136.8917665;0
120;103.4565683;0
121;120.1571707;0
122;117.6390253;0
123;104.4129723;0
124;99.93867932;0
125;113.6827862;0
126;115.3811387;0
127;126.8757876;0
128;128.2145423;0
129;109.7652927;0
130;124.0686741;0
131;113.6472898;0
132;125.8160741;0
133;103.9085245;0
134;114.9347836;0
135;111.2183651;0
136;139.2291401;0
137;117.3235863;0
138;198.437426;1
139;118.7861454;0
140;109.6815331;0
141;118.3671026;0
142;123.0646352;0
143;132.9783268;0
144;82.32226212;0
145;116.3054512;0
146;122.9007515;0
147;234.8753716;1
148;112.6238066;0
149;110.0635272;0
150;125.7749493;0
151;114.8508186;0
152;90.60802818;1
153;117.5352294;0
154;112.5654713;1
155;113.7855375;0
156;111.5247502;0
157;128.9927334;0
158;119.1929671;0
159;122.3446861;0
160;93.4598411;0
161;114.7602802;0
162;92.59700833;0
163;113.8939434;0
164;103.2072791;1
165;118.3907652;0
166;133.0682223;0
167;107.3322884;0
168;132.7065877;0
169;111.0558656;0
170;121.9355089;0
171;101.3708946;0
172;117.2848699;0
173;102.6749091;0
174;118.6481645;0
175;106.2513086;0
176;113.4580743;0
177;116.6816448;0
178;101.217291;0
179;128.5984546;0
180;-70.14112226;1
181;122.3314819;0
182;116.5481445;0
183;236.9443381;1
184;103.3843812;0
185;118.266618;0
186;138.5510011;0
187;104.480914;0
188;156.1009177;1
189;112.3170819;0
190;205.3343799;1
191;108.8302611;0
192;111.7281057;0
193;55.71922469;1
194;160.0716819;1
195;131.9262987;0
196;112.781491;0
197;142.9929982;0
198;103.7931593;0
199;299.864758;1
200;96.88240171;0
201;94.83727269;0
202;122.3943285;0
203;120.2444971;0
204;6.754810462;1
205;106.4642398;0
206;104.2694908;0
207;24.32210857;1
208;139.7318421;0
209;128.5282018;0
210;126.5624503;0
211;108.6245873;0
212;266.8947527;1
213;-24.73478957;1
214;116.5081025;0
215;114.7878808;0
216;123.1917668;0
217;123.5332157;0
218;116.1169512;0
219;-18.88830462;1
220;200.7260784;1
221;-0.092492367;1
222;140.2485245;0
223;112.5350191;0
224;110.9085575;0
225;109.991548;0
226;184.7857284;1
227;74.05198543;0
228;120.4486083;0
229;121.3154255;0
230;106.6263993;0
231;123.9058224;0
232;116.3637363;0
233;110.7005921;0
234;107.8855798;0
235;111.6015183;0
236;124.0118042;0
237;279.2909947;1
238;238.9455658;1
239;-41.81675575;1
240;196.9197894;1
241;131.3081657;0
242;127.9050163;0
243;121.0557821;0
244;123.9389363;0
245;101.6179216;0
246;-79.29307712;1
247;127.0971925;0
248;123.2893858;0
249;124.7508825;0
250;135.0159881;0
251;293.7891289;1
252;101.2978963;0
253;128.7301876;0
254;107.1507642;0
255;123.2094218;0
256;120.525111;0
257;119.3070924;0
258;113.5532549;0
259;104.2599973;0
260;130.9375728;0
261;122.5840946;0
262;129.3169148;0
263;124.6457001;0
264;91.60366834;0
265;-72.58711933;1
266;110.2414731;0
267;124.887958;0
268;120.5951496;0
269;111.2738434;0
270;124.0388197;0
271;107.1593669;0
272;137.0642095;0
273;132.9539962;0
274;123.5674753;0
275;125.0190971;0
276;119.4702147;0
277;134.5278414;0
278;107.5046005;0
279;118.2281592;0
280;121.928718;0
281;28.45793138;1
282;127.0660917;0
283;109.5546443;0
284;-1.72212177;1
285;3.912170507;1
286;98.68199438;0
287;107.9422888;0
288;97.27108124;0
289;127.1303387;0
290;104.5021473;0
291;119.1253093;0
292;116.7159082;0
293;164.711024;1
294;131.120736;0
295;118.9507133;0
296;129.0157385;0
297;142.8275408;0
298;115.527759;0
