Value,Anomaly Label
65.1375210647071,0
64.7847164296038,0
64.4336480211381,0
64.0870935669637,0
63.7476526641097,0
63.4176471498747,0
63.0990366074257,0
62.7933539501407,0
62.5016653993404,0
62.2245586234472,0
61.9621625050922,0
61.714202102682,0
61.480092981345,0
61.2590801927274,0
61.0504285534626,0
60.8536719292771,0
60.6689289090057,0
60.497288881949,0
60.34126384191,0
60.2052846114874,0
60.0961933616732,0
60.0236468570453,0
60.0003004433863,0
60.0416019711922,0
60.1650071388468,0
60.3884604177873,0
60.7280960721595,0
61.1953130551157,0
61.7936401470226,0
62.5160572894874,0
63.3435590405358,0
64.2456250514705,0
65.1828633713649,0
66.1115053884558,0
66.9888632711744,0
67.7785469042406,0
68.4543168073393,0
69.0018865712013,0
69.4185927835494,0
69.711383741444,0
69.8938723468754,0
69.9832158614116,0
69.9973999133005,0
69.953237247643,0
69.8651475669423,0
69.7446195424917,0
69.6001785812308,0
69.4376743488171,0
69.2607316455169,0
69.0712522542054,0
68.8698978974663,0
68.6565179041272,0
68.4305078508263,0
68.1910986767376,0
67.9375820901533,0
67.6694800328938,0
67.386665591508,0
67.0894414684488,0
66.7785808128106,0
66.4553342859359,0
66.1214068330834,0
65.7789077053904,0
65.4302776925531,0
65.0781981241771,0
64.7254868192707,0
64.3749866787331,0
64.0294529287875,0
63.6914450836405,0
63.3632294893973,0
63.0466978772028,0
62.7433067643071,0
62.4540419155995,0
62.1794115616092,0
61.9194718241216,0
61.6738879811124,0
61.4420359000175,0
61.2231491410369,0
61.0165186024895,0
60.8217524946147,0
60.6391037275653,0
60.4698677070834,0
60.3168436918807,0
60.1848346540735,0
60.0811319307971,0
60.0158919304745,0
60.0022673807519,0
60.0561170496881,0
60.1951065862585,0
60.4370571500669,0
60.7975237568357,0
61.2867982661456,0
61.9067990798635,0
62.6485461865886,0
63.4910063056311,0
64.4019246540324,0
65.34081910705,0
66.2637120153011,0
67.1286343716065,0
67.9006838002487,0
68.5555650108429,0
69.0810227819279,0
69.4761860861896,0
69.7493435731916,0
69.9149171525328,0
69.9903762560443,0
69.9936276850917,0
69.9411466949686,0
69.8468816040355,0
69.7218141397342,0
69.5739935087591,0
69.4088611966614,0
69.2297170376793,0
69.03822172732,0
68.8348722784059,0
68.6194185763184,0
68.3912101211347,0
68.1494739281333,0
67.8935299753283,0
67.6229520166066,0
67.3376809676899,0
67.0380967439192,0
66.7250531600185,0
66.3998796624952,0
66.0643533476606,0
65.7206448597352,0
65.3712422218477,0
65.0188572644671,0
64.6663199282401,0
64.3164662043232,0
63.9720257495385,0
63.6355152273233,0
63.3091431787348,0
62.9947317599618,0
62.6936600789087,0
62.4068332445547,0
62.134680760249,0
61.8771877093179,0
61.633962444687,0
61.4043452793132,0
61.1875639083687,0
60.9829426449374,0
60.7901732915838,0
60.6096543399159,0
60.4429003103685,0
60.2930119789315,0
60.1651783801887,0
60.0671509844297,0
60.0095899657192,0
60.006137672136,0
60.0730387206929,0
60.2281220911126,0
60.4890167356338,0
60.8706126207514,0
61.3820049280438,0
62.0234284136149,0
62.7839089602275,0
63.6404085085327,0
64.5590234863887,0
65.4983176830399,0
66.414262953756,0
67.2657546840868,0
68.0194797289773,0
68.6531274233932,0
69.1564539143581,0
69.5303158220106,0
69.7842548240232,0
69.9334133515594,0
69.9954986142346,0
69.988285699563,0
69.9278816995202,0
69.8277515539249,0
69.6983714387425,0
69.5473238886899,0
69.3796556251589,0
69.1983558663296,0
69.0048577325955,0
68.799505326659,0
68.5819588898644,0
68.3515296870822,0
68.1074468826637,0
67.849063254412,0
67.5760075606155,0
67.2882905668785,0
66.9863703796818,0
66.6711815206186,0
66.3441314220664,0
66.0070677925254,0
65.6622205050543,0
65.312122158493,0
64.9595120825373,0
64.6072291572167,0
64.2580992725564,0
63.9148234869489,0
63.5798729112217,0
63.2553960577906,0
62.9431438964534,0
62.644417242443,0
62.3600404956534,0
62.0903653056454,0
61.8353076209652,0
61.594421929452,0
61.367017367545,0
61.1523216627127,0
60.9497001848654,0
