;value;isAnomaly
0;151.0814512;0
1;153.9982558;0
2;162.7710292;0
3;147.2779655;0
4;165.7120075;0
5;161.8843731;0
6;134.6423019;0
7;145.7364309;0
8;151.1292161;1
9;157.6024127;0
10;151.0746612;0
11;148.4811348;0
12;165.7375365;0
13;161.7525806;0
14;179.2581566;1
15;130.0318751;0
16;158.0601137;0
17;162.5297513;0
18;143.0936936;0
19;135.3864845;0
20;169.6100828;0
21;174.6454968;0
22;144.242166;0
23;145.1048546;0
24;141.3162488;0
25;134.0135022;0
26;189.8738083;0
27;167.6810883;0
28;158.6027289;0
29;164.1255908;0
30;132.6446523;0
31;143.7010556;0
32;152.0918905;0
33;144.077303;0
34;149.1280341;0
35;242.6782441;1
36;148.7331825;0
37;145.80882;0
38;176.6490741;0
39;144.2553908;0
40;142.2655206;0
41;179.5339067;0
42;149.7663162;0
43;205.038497;1
44;164.6322087;0
45;142.0798458;0
46;156.2538601;0
47;138.235016;0
48;167.9596461;0
49;154.4952752;0
50;170.205655;0
51;165.3208638;0
52;156.0829417;0
53;149.2289147;0
54;138.7384909;0
55;123.2728803;0
56;160.951559;0
57;167.0881186;0
58;164.8213245;0
59;163.7639428;0
60;104.8848494;1
61;148.5694357;0
62;171.6227427;0
63;169.1528895;0
64;139.4274896;0
65;307.9528138;1
66;154.9921543;0
67;148.3414317;0
68;162.936056;0
69;152.3152975;0
70;151.880459;0
71;142.8992479;0
72;147.6258938;0
73;157.2323049;0
74;162.5405468;0
75;151.4320927;0
76;133.4126825;0
77;159.5741651;0
78;217.9762525;1
79;137.3487272;0
80;168.4073927;0
81;63.49998782;1
82;160.6699276;0
83;144.7978798;0
84;162.6241596;0
85;165.3095364;0
86;285.0133855;1
87;151.196142;0
88;162.4292975;0
89;146.4047887;0
90;154.5924305;0
91;167.3818597;0
92;152.6448474;0
93;158.4521798;0
94;165.2684238;0
95;32.71408779;1
96;170.6197876;0
97;153.1618213;0
98;149.2266183;0
99;142.0610325;0
100;229.4663942;1
101;153.5591473;0
102;150.2171314;0
103;160.8389275;0
104;168.2845525;0
105;134.4273118;1
106;39.99124649;1
107;134.302208;0
108;122.2537811;0
109;138.1398028;0
110;143.2805877;0
111;138.2045486;0
112;139.0636641;0
113;161.9193833;0
114;156.7865659;0
115;164.5906284;0
116;170.4451559;1
117;164.0720709;0
118;159.3853489;0
119;151.4325899;0
120;152.3867446;0
121;149.0456957;0
122;157.6391533;0
123;154.0436361;0
124;170.3432313;0
125;153.142223;1
126;121.9727895;1
127;294.945006;1
128;144.1596327;0
129;173.4578599;0
130;171.7930725;0
131;146.905756;0
132;179.0931029;0
133;161.6189101;0
134;162.1250753;0
135;152.3536109;0
136;173.4964539;0
137;162.9425908;0
138;153.110515;0
139;102.2668702;1
140;140.0455906;0
141;158.1547269;0
142;299.0645098;1
143;152.3129933;0
144;157.0938125;0
145;171.2355015;0
146;164.3551765;0
147;155.6882788;0
148;145.1466577;1
149;285.6851938;1
150;153.7031846;0
151;174.9895297;0
152;161.556141;0
153;144.978076;0
154;162.0145943;0
155;145.577309;0
156;163.4542964;0
157;158.9093302;0
158;125.6800495;0
159;135.1334932;0
160;149.6094964;0
161;140.4545259;0
162;147.0745133;0
163;144.0528766;0
164;182.0696554;0
165;164.472943;0
166;159.8402628;0
167;165.5461705;0
168;154.5823096;0
169;159.2848051;0
170;158.5076912;0
171;174.2133044;0
172;165.671948;0
173;146.6571991;0
174;143.2010549;0
175;85.11223853;1
176;171.8189094;0
177;181.1686453;0
178;161.0290768;0
179;176.3308344;0
180;154.1717599;0
181;305.97593;1
182;167.0098464;0
183;178.1165336;0
184;26.38848314;1
185;164.6554516;0
186;162.7197082;0
187;162.928495;0
188;165.1764794;0
189;158.9792172;0
190;160.717482;0
191;169.8030053;0
192;174.5111629;0
193;122.8649815;0
194;132.2354981;1
195;147.995072;0
196;159.8469956;0
197;159.8227247;0
198;163.4752763;0
199;137.7901242;0
200;151.9216617;0
201;169.2438428;0
202;172.3887606;0
203;140.9345936;0
204;158.1479096;0
205;146.6832199;0
206;178.1649677;0
207;165.0902963;0
208;147.5136799;0
209;165.3094444;0
210;178.4016065;0
211;162.6265352;0
212;165.2224459;0
213;148.1427558;0
214;155.113256;0
215;165.9582109;0
216;154.3365223;0
217;168.0858497;0
218;158.9158499;0
219;156.5986744;0
220;170.0366344;0
221;149.3318027;0
222;132.3274349;0
223;142.5040101;0
224;163.7496805;0
225;82.81635323;1
226;173.3209948;0
227;136.0543228;0
228;157.4707858;0
229;162.7730559;0
230;152.3424639;0
231;163.3792526;0
232;139.6336225;0
233;161.2201801;0
234;144.9127753;0
235;162.3700424;0
236;161.7006165;0
237;133.7172335;0
238;149.8069549;0
239;157.2252187;1
240;137.0416396;0
241;233.0913026;1
242;142.4130626;0
243;153.1356158;0
244;161.636293;0
245;159.4191722;0
246;172.3693945;0
247;146.1111914;0
248;161.7626271;0
249;146.8878505;0
250;160.5871504;0
251;225.2005032;1
252;223.7092942;1
253;146.701589;0
254;170.4917794;0
255;147.9779182;0
256;165.6377584;0
257;168.4825855;0
258;150.9444426;0
259;162.1812983;0
260;162.450904;0
261;166.7745479;0
262;161.2263298;0
263;162.1802822;0
264;161.8588074;0
265;152.9278789;0
266;147.9096471;0
267;159.5596392;1
268;170.3563704;0
269;164.5542999;0
270;167.5587745;0
271;156.5099907;0
272;133.3651509;0
273;37.51029882;1
274;157.5499894;0
275;175.3005013;0
276;150.9194619;0
277;164.4242908;0
278;176.5835997;0
279;166.9556822;0
280;255.8869341;1
281;302.4318732;1
282;138.6953776;0
283;57.60070527;1
284;149.3549141;0
285;9.816952829;1
286;132.7175184;0
287;163.0431352;0
288;254.4261029;1
289;151.8180468;0
290;143.579928;0
291;171.3298478;0
292;124.9478138;0
293;136.933991;0
294;163.038923;0
295;164.0597452;0
296;158.4503642;0
297;166.0542113;0
298;155.224068;1
299;176.8078558;0
300;148.4804526;0
301;160.7131025;0
302;159.1028725;0
303;141.4092661;0
304;254.6553776;1
305;17.01882375;1
306;142.8633987;0
307;160.3582659;0
308;153.8671162;0
309;162.1150942;0
310;135.0295392;0
311;144.532658;0
312;155.133698;0
313;158.8630868;0
314;166.6376952;0
315;194.8000576;1
316;143.1270038;0
317;146.0272045;0
318;143.5828377;0
319;150.2594054;0
320;105.6434597;1
321;165.8422433;0
322;152.9949617;0
323;158.6728285;0
324;139.9595437;0
325;162.1189702;0
326;171.356058;0
327;165.3276928;0
328;135.2929756;0
329;155.7154541;0
330;189.1803628;1
331;179.0844839;0
332;146.0479761;0
333;184.3003831;0
334;149.3056351;0
335;151.3190459;0
336;173.8444037;0
337;55.54977167;1
